condition,metric,repeat_id,input_id,shared_prediction,shared_prediction_source,source_prediction_id,independent_model_call,source_parsing_status
ours_full,Mass_MnRE,4,000010_000040,True,SiPhy,864e3a292fa42cbcb0268675b96f5f371187052ac11e4b3321419a8a79a9a32e,False,PARSED
geometric_grounding,Mass_MnRE,4,000011_000010,True,SiPhy,0b3b5c6b3a2ce18a042c588979f4dfd94d1c5151f8a1842c8cf42975feb23ae4,False,PARSED
ours_full,Mass_MnRE,4,000011_000010,True,SiPhy,0b3b5c6b3a2ce18a042c588979f4dfd94d1c5151f8a1842c8cf42975feb23ae4,False,PARSED
geometric_grounding,Mass_MnRE,4,000011_000040,True,SiPhy,dc3390d44115491d313baad9e3eef6bbeece77318117acc19806d2536a748ba9,False,PARSED
ours_full,Mass_MnRE,4,000011_000040,True,SiPhy,dc3390d44115491d313baad9e3eef6bbeece77318117acc19806d2536a748ba9,False,PARSED
geometric_grounding,Mass_MnRE,4,000012_000010,True,SiPhy,e52a2d355fd0eb310d4624d7b6da2130d859f8d9772532de32b4e367eae49d58,False,PARSED
ours_full,Mass_MnRE,4,000012_000010,True,SiPhy,e52a2d355fd0eb310d4624d7b6da2130d859f8d9772532de32b4e367eae49d58,False,PARSED
geometric_grounding,Mass_MnRE,4,000012_000040,True,SiPhy,ea2bfa082ab9f5c06f271d502f95e83581ce1390b60c0554e30f56d0606ca28f,False,PARSED
ours_full,Mass_MnRE,4,000012_000040,True,SiPhy,ea2bfa082ab9f5c06f271d502f95e83581ce1390b60c0554e30f56d0606ca28f,False,PARSED
geometric_grounding,Mass_MnRE,4,000013_000010,True,SiPhy,122a7eaefcc7038a32d8a72eb5c92130d2c6797dcfe0723292ba3fb737cf2659,False,PARSED
ours_full,Mass_MnRE,4,000013_000010,True,SiPhy,122a7eaefcc7038a32d8a72eb5c92130d2c6797dcfe0723292ba3fb737cf2659,False,PARSED
geometric_grounding,Mass_MnRE,4,000013_000040,True,SiPhy,f08436785703e6b5dc2eb399a8da6bd6c2a0bbb2dcc542dc6dafaf87006aba45,False,PARSED
ours_full,Mass_MnRE,4,000013_000040,True,SiPhy,f08436785703e6b5dc2eb399a8da6bd6c2a0bbb2dcc542dc6dafaf87006aba45,False,PARSED
geometric_grounding,Mass_MnRE,4,000014_000010,True,SiPhy,ab05483a274cb9d238b48b8e42d9aced26f44a21ae855e1780d44015e18ac413,False,PARSED
ours_full,Mass_MnRE,4,000014_000010,True,SiPhy,ab05483a274cb9d238b48b8e42d9aced26f44a21ae855e1780d44015e18ac413,False,PARSED
geometric_grounding,Mass_MnRE,4,000014_000040,True,SiPhy,eb8c870c7c82bce44b56450b75d13e125f0c913a0e4066adea42b52ac4c2d716,False,PARSED
ours_full,Mass_MnRE,4,000014_000040,True,SiPhy,eb8c870c7c82bce44b56450b75d13e125f0c913a0e4066adea42b52ac4c2d716,False,PARSED
geometric_grounding,Mass_MnRE,4,000015_000010,True,SiPhy,43808d3c4c837b92df7db8735b0620984ba20953fdf73088f91dd5feca6780ea,False,PARSED
ours_full,Mass_MnRE,4,000015_000010,True,SiPhy,43808d3c4c837b92df7db8735b0620984ba20953fdf73088f91dd5feca6780ea,False,PARSED
geometric_grounding,Mass_MnRE,4,000015_000040,True,SiPhy,c653af2916a564317558dabe91c63f76382c62a4f86276585e86c9bcedd640d3,False,PARSED
ours_full,Mass_MnRE,4,000015_000040,True,SiPhy,c653af2916a564317558dabe91c63f76382c62a4f86276585e86c9bcedd640d3,False,PARSED
geometric_grounding,Mass_MnRE,4,000016_000010,True,SiPhy,7efb037ee50f257987df5587e21097fee62e72fd4d7b06a4367e4ade8837406c,False,PARSED
ours_full,Mass_MnRE,4,000016_000010,True,SiPhy,7efb037ee50f257987df5587e21097fee62e72fd4d7b06a4367e4ade8837406c,False,PARSED
geometric_grounding,Mass_MnRE,4,000016_000040,True,SiPhy,47464504f8fe3934d2a79e125ca0de320560cb9136124ec2ef11e448d10f02b6,False,PARSED
ours_full,Mass_MnRE,4,000016_000040,True,SiPhy,47464504f8fe3934d2a79e125ca0de320560cb9136124ec2ef11e448d10f02b6,False,PARSED
geometric_grounding,Mass_MnRE,4,000017_000010,True,SiPhy,891b9c5a000466f68db8010c1c25c6435f43376b3816821f6c7c14e18daefc7f,False,PARSED
ours_full,Mass_MnRE,4,000017_000010,True,SiPhy,891b9c5a000466f68db8010c1c25c6435f43376b3816821f6c7c14e18daefc7f,False,PARSED
geometric_grounding,Mass_MnRE,4,000017_000035,True,SiPhy,77ebde3a01b6664f901235de23293624e1759b9e6097324a2c0adca9196cd276,False,PARSED
ours_full,Mass_MnRE,4,000017_000035,True,SiPhy,77ebde3a01b6664f901235de23293624e1759b9e6097324a2c0adca9196cd276,False,PARSED
geometric_grounding,Mass_MnRE,4,000018_000010,True,SiPhy,c809db4d515036ce9f090b067f77970f980e56e8e5a7ee660b7fe3679809b756,False,PARSED
ours_full,Mass_MnRE,4,000018_000010,True,SiPhy,c809db4d515036ce9f090b067f77970f980e56e8e5a7ee660b7fe3679809b756,False,PARSED
geometric_grounding,Mass_MnRE,4,000018_000040,True,SiPhy,81646c95f7e82fab39ae7838b22794dabbdd105c3b1c1484951b3d5ac595e2a5,False,PARSED
ours_full,Mass_MnRE,4,000018_000040,True,SiPhy,81646c95f7e82fab39ae7838b22794dabbdd105c3b1c1484951b3d5ac595e2a5,False,PARSED
geometric_grounding,Mass_MnRE,4,000019_000010,True,SiPhy,9ba8ad13c73bbdcc29c65659ed582f0f155d885dc43615123438405020e7e7e4,False,PARSED
ours_full,Mass_MnRE,4,000019_000010,True,SiPhy,9ba8ad13c73bbdcc29c65659ed582f0f155d885dc43615123438405020e7e7e4,False,PARSED
geometric_grounding,Mass_MnRE,4,000019_000040,True,SiPhy,2b68c24d062a8afc55183190f0a765c6c9791feb5768b3be2048f3c39650912a,False,PARSED
ours_full,Mass_MnRE,4,000019_000040,True,SiPhy,2b68c24d062a8afc55183190f0a765c6c9791feb5768b3be2048f3c39650912a,False,PARSED
geometric_grounding,Mass_MnRE,4,000020_000010,True,SiPhy,2f18586ffb7fca9fefcbeaee8fc5ab38b712143f8e6e6db2a7a4578e3c33f626,False,PARSED
ours_full,Mass_MnRE,4,000020_000010,True,SiPhy,2f18586ffb7fca9fefcbeaee8fc5ab38b712143f8e6e6db2a7a4578e3c33f626,False,PARSED
geometric_grounding,Mass_MnRE,4,000020_000040,True,SiPhy,3a6b52e928bb1a66f02c98f9fb7e639395497afbedb4566cf27914043f39d5c2,False,PARSED
ours_full,Mass_MnRE,4,000020_000040,True,SiPhy,3a6b52e928bb1a66f02c98f9fb7e639395497afbedb4566cf27914043f39d5c2,False,PARSED
geometric_grounding,Mass_MnRE,4,000021_000010,True,SiPhy,932471a268f7d4e7f4cd01df4193fd4634791ea424e28e11acd4c00f48a78f68,False,PARSED
ours_full,Mass_MnRE,4,000021_000010,True,SiPhy,932471a268f7d4e7f4cd01df4193fd4634791ea424e28e11acd4c00f48a78f68,False,PARSED
geometric_grounding,Mass_MnRE,4,000021_000040,True,SiPhy,3b20ce0be6782e98591e0f75f3617e903be5a6cc1d293859c83ad4b868b00d13,False,PARSED
ours_full,Mass_MnRE,4,000021_000040,True,SiPhy,3b20ce0be6782e98591e0f75f3617e903be5a6cc1d293859c83ad4b868b00d13,False,PARSED
geometric_grounding,Mass_MnRE,4,000022_000010,True,SiPhy,1dbc9bca4e7ed503e1c0ecf1e5763169e67f50876a676e4bab09a216ad696860,False,PARSED
ours_full,Mass_MnRE,4,000022_000010,True,SiPhy,1dbc9bca4e7ed503e1c0ecf1e5763169e67f50876a676e4bab09a216ad696860,False,PARSED
geometric_grounding,Mass_MnRE,4,000022_000040,True,SiPhy,94b2f7be668d83451f99d8697a7629c8d76f0709cdbf115e314342140f82c7b1,False,PARSED
ours_full,Mass_MnRE,4,000022_000040,True,SiPhy,94b2f7be668d83451f99d8697a7629c8d76f0709cdbf115e314342140f82c7b1,False,PARSED
geometric_grounding,Mass_MnRE,4,000023_000010,True,SiPhy,6125915b2efb20b7ac1b0438662d8c16ddc2f5ed038c38d0bb22bb91d7e7d22f,False,PARSED
ours_full,Mass_MnRE,4,000023_000010,True,SiPhy,6125915b2efb20b7ac1b0438662d8c16ddc2f5ed038c38d0bb22bb91d7e7d22f,False,PARSED
geometric_grounding,Mass_MnRE,4,000023_000040,True,SiPhy,97b375b528c7045fbf5fedf8a6d5458f3489a87b284f569d88f80ff34a3ccab0,False,PARSED
ours_full,Mass_MnRE,4,000023_000040,True,SiPhy,97b375b528c7045fbf5fedf8a6d5458f3489a87b284f569d88f80ff34a3ccab0,False,PARSED
geometric_grounding,Mass_MnRE,4,000024_000010,True,SiPhy,30b56dcc6f52b122a09e893f4048cbc2a2dac5ef2f6779ef5a9f0fce01bff681,False,PARSED
ours_full,Mass_MnRE,4,000024_000010,True,SiPhy,30b56dcc6f52b122a09e893f4048cbc2a2dac5ef2f6779ef5a9f0fce01bff681,False,PARSED
geometric_grounding,Mass_MnRE,4,000024_000040,True,SiPhy,77fd7bd7e197f26429828901512b078fa57156407f5e0adaf95f42ec0033d700,False,PARSED
ours_full,Mass_MnRE,4,000024_000040,True,SiPhy,77fd7bd7e197f26429828901512b078fa57156407f5e0adaf95f42ec0033d700,False,PARSED
geometric_grounding,Mass_MnRE,5,000000_000010,True,SiPhy,a60f8336275e56c3eb15fa6d48a37dc47cfa14e790721135b0ff660305b58f50,False,PARSED
ours_full,Mass_MnRE,5,000000_000010,True,SiPhy,a60f8336275e56c3eb15fa6d48a37dc47cfa14e790721135b0ff660305b58f50,False,PARSED
geometric_grounding,Mass_MnRE,5,000000_000040,True,SiPhy,51c2f065275b5c1cf4f4c7302cfb27f8971293a00511de3e235c31e76f788c6a,False,PARSED
ours_full,Mass_MnRE,5,000000_000040,True,SiPhy,51c2f065275b5c1cf4f4c7302cfb27f8971293a00511de3e235c31e76f788c6a,False,PARSED
geometric_grounding,Mass_MnRE,5,000001_000010,True,SiPhy,c7467f2aa87e36e1b13626381b30598de3e37be0f3d791ded8bab1840cf1ae7c,False,PARSED
ours_full,Mass_MnRE,5,000001_000010,True,SiPhy,c7467f2aa87e36e1b13626381b30598de3e37be0f3d791ded8bab1840cf1ae7c,False,PARSED
geometric_grounding,Mass_MnRE,5,000001_000040,True,SiPhy,f1043d84e6754c81346f7c4fca0d14cd4da1ec2267a0105291ea0dae188a9c95,False,PARSED
ours_full,Mass_MnRE,5,000001_000040,True,SiPhy,f1043d84e6754c81346f7c4fca0d14cd4da1ec2267a0105291ea0dae188a9c95,False,PARSED
geometric_grounding,Mass_MnRE,5,000002_000010,True,SiPhy,5e8de942fb1be289974e70e44495caab13900f0047f7b0ae7ff7f1b519c963a9,False,PARSED
ours_full,Mass_MnRE,5,000002_000010,True,SiPhy,5e8de942fb1be289974e70e44495caab13900f0047f7b0ae7ff7f1b519c963a9,False,PARSED
geometric_grounding,Mass_MnRE,5,000002_000040,True,SiPhy,4dab15d5cebfd720874a35f0d6313432dbb484ea03e81dbe721c2ddd6c7926ff,False,PARSED
ours_full,Mass_MnRE,5,000002_000040,True,SiPhy,4dab15d5cebfd720874a35f0d6313432dbb484ea03e81dbe721c2ddd6c7926ff,False,PARSED
geometric_grounding,Mass_MnRE,5,000003_000010,True,SiPhy,3dcb6ca876a8f48e1ac770f78d10f3e005e4373856ab986786613192d5882dfd,False,PARSED
ours_full,Mass_MnRE,5,000003_000010,True,SiPhy,3dcb6ca876a8f48e1ac770f78d10f3e005e4373856ab986786613192d5882dfd,False,PARSED
geometric_grounding,Mass_MnRE,5,000003_000040,True,SiPhy,e1e147f06132af15e2790635dd6ffeec2c4e0816fe4f230f5d40a8766b18c4c3,False,PARSED
ours_full,Mass_MnRE,5,000003_000040,True,SiPhy,e1e147f06132af15e2790635dd6ffeec2c4e0816fe4f230f5d40a8766b18c4c3,False,PARSED
geometric_grounding,Mass_MnRE,5,000004_000010,True,SiPhy,3e53244837bd918ddfeb1e40c1aae441aca91b94d6a890aa57eaff7d1ef7f518,False,PARSED
ours_full,Mass_MnRE,5,000004_000010,True,SiPhy,3e53244837bd918ddfeb1e40c1aae441aca91b94d6a890aa57eaff7d1ef7f518,False,PARSED
geometric_grounding,Mass_MnRE,5,000004_000040,True,SiPhy,65e0b2569246fbc1612427d57aebc8b7662e7c1c982ed61974093ed53fc61d94,False,PARSED
ours_full,Mass_MnRE,5,000004_000040,True,SiPhy,65e0b2569246fbc1612427d57aebc8b7662e7c1c982ed61974093ed53fc61d94,False,PARSED
geometric_grounding,Mass_MnRE,5,000005_000010,True,SiPhy,e7d58faa915f31593a0a746b4d6756e154f1df495686d5cdf2a5ccecc50d1167,False,PARSED
ours_full,Mass_MnRE,5,000005_000010,True,SiPhy,e7d58faa915f31593a0a746b4d6756e154f1df495686d5cdf2a5ccecc50d1167,False,PARSED
geometric_grounding,Mass_MnRE,5,000005_000040,True,SiPhy,deaf18f19fafbb3fb0624af675eb0e533a02b3d56b7e4ac7b2b3f7bff0fed001,False,PARSED
ours_full,Mass_MnRE,5,000005_000040,True,SiPhy,deaf18f19fafbb3fb0624af675eb0e533a02b3d56b7e4ac7b2b3f7bff0fed001,False,PARSED
geometric_grounding,Mass_MnRE,5,000006_000010,True,SiPhy,52ee0564f972b488c7788c8d41f7472a83832683da4234444e23ac33d159b409,False,PARSED
ours_full,Mass_MnRE,5,000006_000010,True,SiPhy,52ee0564f972b488c7788c8d41f7472a83832683da4234444e23ac33d159b409,False,PARSED
geometric_grounding,Mass_MnRE,5,000006_000040,True,SiPhy,432cc1819aec7232f8cae52604850076f355f914395817b1b6b78daa955e9900,False,PARSED
ours_full,Mass_MnRE,5,000006_000040,True,SiPhy,432cc1819aec7232f8cae52604850076f355f914395817b1b6b78daa955e9900,False,PARSED
geometric_grounding,Mass_MnRE,5,000007_000010,True,SiPhy,95001a54068e8e25d29d6ff0a9d4807fececbdc7c2bb5357106855ae1065b3e2,False,PARSED
ours_full,Mass_MnRE,5,000007_000010,True,SiPhy,95001a54068e8e25d29d6ff0a9d4807fececbdc7c2bb5357106855ae1065b3e2,False,PARSED
geometric_grounding,Mass_MnRE,5,000007_000040,True,SiPhy,1a74a60973eca71383fc88b923c244ce51032822437fc2f51d9d2eeb5ecbd51d,False,PARSED
ours_full,Mass_MnRE,5,000007_000040,True,SiPhy,1a74a60973eca71383fc88b923c244ce51032822437fc2f51d9d2eeb5ecbd51d,False,PARSED
geometric_grounding,Mass_MnRE,5,000008_000010,True,SiPhy,587f29c76c7a39b02afb178304c2ecc075c2d18ee01b07d1acc59b1d2d6096b0,False,PARSED
ours_full,Mass_MnRE,5,000008_000010,True,SiPhy,587f29c76c7a39b02afb178304c2ecc075c2d18ee01b07d1acc59b1d2d6096b0,False,PARSED
geometric_grounding,Mass_MnRE,5,000008_000040,True,SiPhy,03f39f34d2393814b95de95c2c62545021befbed7fc2f5675807dbf77d2b558c,False,PARSED
ours_full,Mass_MnRE,5,000008_000040,True,SiPhy,03f39f34d2393814b95de95c2c62545021befbed7fc2f5675807dbf77d2b558c,False,PARSED
geometric_grounding,Mass_MnRE,5,000009_000010,True,SiPhy,297686c6382197c2af38a0136d25137920d9777006f5c7fa0ab067e06f65c0b3,False,PARSED
ours_full,Mass_MnRE,5,000009_000010,True,SiPhy,297686c6382197c2af38a0136d25137920d9777006f5c7fa0ab067e06f65c0b3,False,PARSED
geometric_grounding,Mass_MnRE,5,000009_000040,True,SiPhy,fa41b19b54912861513aaf331c942c9d08be7db9f8b032ea5363636ff35b9211,False,PARSED
ours_full,Mass_MnRE,5,000009_000040,True,SiPhy,fa41b19b54912861513aaf331c942c9d08be7db9f8b032ea5363636ff35b9211,False,PARSED
geometric_grounding,Mass_MnRE,5,000010_000010,True,SiPhy,f03e4fbb5d81c4502916050b94fd684d39783a7cbc3782b1c28b79b62ac6a31b,False,PARSED
ours_full,Mass_MnRE,5,000010_000010,True,SiPhy,f03e4fbb5d81c4502916050b94fd684d39783a7cbc3782b1c28b79b62ac6a31b,False,PARSED
geometric_grounding,Mass_MnRE,5,000010_000040,True,SiPhy,1478e5a14f2640bd0648aca2128e0e172a0e44032d05cd566f1178b5e720b48a,False,PARSED
ours_full,Mass_MnRE,5,000010_000040,True,SiPhy,1478e5a14f2640bd0648aca2128e0e172a0e44032d05cd566f1178b5e720b48a,False,PARSED
geometric_grounding,Mass_MnRE,5,000011_000010,True,SiPhy,c256b9eeac83b6d460a175b7ceca8f9cb4111896ef79057fbf833a95166ff7af,False,PARSED
ours_full,Mass_MnRE,5,000011_000010,True,SiPhy,c256b9eeac83b6d460a175b7ceca8f9cb4111896ef79057fbf833a95166ff7af,False,PARSED
geometric_grounding,Mass_MnRE,5,000011_000040,True,SiPhy,a8f4c39025fceecccefd0102481d5386386ca3353444be4a440799d5a878b558,False,PARSED
ours_full,Mass_MnRE,5,000011_000040,True,SiPhy,a8f4c39025fceecccefd0102481d5386386ca3353444be4a440799d5a878b558,False,PARSED
geometric_grounding,Mass_MnRE,5,000012_000010,True,SiPhy,959d66629f35ffe88a8eba1be9e9f8b9a2ac81191e090065a6b4160b6d550f88,False,PARSED
ours_full,Mass_MnRE,5,000012_000010,True,SiPhy,959d66629f35ffe88a8eba1be9e9f8b9a2ac81191e090065a6b4160b6d550f88,False,PARSED
geometric_grounding,Mass_MnRE,5,000012_000040,True,SiPhy,b4570b2b8f9b4be093f0a42ad51b535d1899a95c7419b255c46de927722a7f25,False,PARSED
ours_full,Mass_MnRE,5,000012_000040,True,SiPhy,b4570b2b8f9b4be093f0a42ad51b535d1899a95c7419b255c46de927722a7f25,False,PARSED
geometric_grounding,Mass_MnRE,5,000013_000010,True,SiPhy,47beab9fa04ebf7dfbb1ba24a8e313c94358c27990923294779d014a4ff3c2c8,False,PARSED
ours_full,Mass_MnRE,5,000013_000010,True,SiPhy,47beab9fa04ebf7dfbb1ba24a8e313c94358c27990923294779d014a4ff3c2c8,False,PARSED
geometric_grounding,Mass_MnRE,5,000013_000040,True,SiPhy,f408e579324dd10776532c1f52ed7501e43a102c4463e52d6a661468da7e4cf1,False,PARSED
ours_full,Mass_MnRE,5,000013_000040,True,SiPhy,f408e579324dd10776532c1f52ed7501e43a102c4463e52d6a661468da7e4cf1,False,PARSED
geometric_grounding,Mass_MnRE,5,000014_000010,True,SiPhy,77849f7a1d1480c2a19d180b428c9dc4910337291952e1ebb59342dc1a9896a9,False,PARSED
ours_full,Mass_MnRE,5,000014_000010,True,SiPhy,77849f7a1d1480c2a19d180b428c9dc4910337291952e1ebb59342dc1a9896a9,False,PARSED
geometric_grounding,Mass_MnRE,5,000014_000040,True,SiPhy,b9413c72627fb2521c715263f5ff2ceff8d3bc7d56d166c725ddb462f75cc36b,False,PARSED
ours_full,Mass_MnRE,5,000014_000040,True,SiPhy,b9413c72627fb2521c715263f5ff2ceff8d3bc7d56d166c725ddb462f75cc36b,False,PARSED
geometric_grounding,Mass_MnRE,5,000015_000010,True,SiPhy,92e5d7871422894ffb56bf443398391fbdde0cf440b980a603ed44d12658df6e,False,PARSED
ours_full,Mass_MnRE,5,000015_000010,True,SiPhy,92e5d7871422894ffb56bf443398391fbdde0cf440b980a603ed44d12658df6e,False,PARSED
geometric_grounding,Mass_MnRE,5,000015_000040,True,SiPhy,9a8e648ba707eade5cac2f369ad39be5a86eddd0321ad7a7f3c96cd518c7e4ad,False,PARSED
ours_full,Mass_MnRE,5,000015_000040,True,SiPhy,9a8e648ba707eade5cac2f369ad39be5a86eddd0321ad7a7f3c96cd518c7e4ad,False,PARSED
geometric_grounding,Mass_MnRE,5,000016_000010,True,SiPhy,fde7d7ed2b588ad46df4999b4b91fb27477aef034ad65865007df9af5f900c33,False,PARSED
ours_full,Mass_MnRE,5,000016_000010,True,SiPhy,fde7d7ed2b588ad46df4999b4b91fb27477aef034ad65865007df9af5f900c33,False,PARSED
geometric_grounding,Mass_MnRE,5,000016_000040,True,SiPhy,02926d56ff1cf053092027b227bab4f3642db1220c6d7533c9010d768d913f9c,False,PARSED
ours_full,Mass_MnRE,5,000016_000040,True,SiPhy,02926d56ff1cf053092027b227bab4f3642db1220c6d7533c9010d768d913f9c,False,PARSED
geometric_grounding,Mass_MnRE,5,000017_000010,True,SiPhy,9cfbe2c4baebd67df46d71de634973b28556361c941704502154248cb5a14fc8,False,PARSED
ours_full,Mass_MnRE,5,000017_000010,True,SiPhy,9cfbe2c4baebd67df46d71de634973b28556361c941704502154248cb5a14fc8,False,PARSED
geometric_grounding,Mass_MnRE,5,000017_000035,True,SiPhy,8c0d23e1393f0b7fbcf878017ea7115734527dc29fc50a2c1c6791f66b9b36e9,False,PARSED
ours_full,Mass_MnRE,5,000017_000035,True,SiPhy,8c0d23e1393f0b7fbcf878017ea7115734527dc29fc50a2c1c6791f66b9b36e9,False,PARSED
geometric_grounding,Mass_MnRE,5,000018_000010,True,SiPhy,85191150c00b0f973090f91c53a14c4712c237d3c2a45d8715ae7f81c5ae95b4,False,PARSED
ours_full,Mass_MnRE,5,000018_000010,True,SiPhy,85191150c00b0f973090f91c53a14c4712c237d3c2a45d8715ae7f81c5ae95b4,False,PARSED
geometric_grounding,Mass_MnRE,5,000018_000040,True,SiPhy,e85e8143462bc014d479c2b2ab8f38fd31f5987e9cdb6b4cd8e2cdc2b7379cfd,False,PARSED
ours_full,Mass_MnRE,5,000018_000040,True,SiPhy,e85e8143462bc014d479c2b2ab8f38fd31f5987e9cdb6b4cd8e2cdc2b7379cfd,False,PARSED
geometric_grounding,Mass_MnRE,5,000019_000010,True,SiPhy,3d571bf5ee4b7cd090b2544f7c616296157b1b12b8c9b74dd9de0601d475d61f,False,PARSED
ours_full,Mass_MnRE,5,000019_000010,True,SiPhy,3d571bf5ee4b7cd090b2544f7c616296157b1b12b8c9b74dd9de0601d475d61f,False,PARSED
geometric_grounding,Mass_MnRE,5,000019_000040,True,SiPhy,e75076990ff66650eb077c9f5a38c1f3576330a8a7a33a6841327e434fbda3da,False,PARSED
ours_full,Mass_MnRE,5,000019_000040,True,SiPhy,e75076990ff66650eb077c9f5a38c1f3576330a8a7a33a6841327e434fbda3da,False,PARSED
geometric_grounding,Mass_MnRE,5,000020_000010,True,SiPhy,5e4b25479cfe3be14922ed217252bdc409e64b0792674ba04170350232b419f5,False,PARSED
ours_full,Mass_MnRE,5,000020_000010,True,SiPhy,5e4b25479cfe3be14922ed217252bdc409e64b0792674ba04170350232b419f5,False,PARSED
geometric_grounding,Mass_MnRE,5,000020_000040,True,SiPhy,9167e52a74fd636e8abdcbe96ed0589df789201976a0a12cda6c0d6d299a94dc,False,PARSED
ours_full,Mass_MnRE,5,000020_000040,True,SiPhy,9167e52a74fd636e8abdcbe96ed0589df789201976a0a12cda6c0d6d299a94dc,False,PARSED
geometric_grounding,Mass_MnRE,5,000021_000010,True,SiPhy,304bffd87a4095bc8c18bd7b64ceb94f4aaf28790a358a23e5cfc61282ba763f,False,PARSED
ours_full,Mass_MnRE,5,000021_000010,True,SiPhy,304bffd87a4095bc8c18bd7b64ceb94f4aaf28790a358a23e5cfc61282ba763f,False,PARSED
geometric_grounding,Mass_MnRE,5,000021_000040,True,SiPhy,b6e47de49628a391cda381988d8f6125f83ad0e00260c262fc39698a8505a679,False,PARSED
ours_full,Mass_MnRE,5,000021_000040,True,SiPhy,b6e47de49628a391cda381988d8f6125f83ad0e00260c262fc39698a8505a679,False,PARSED
geometric_grounding,Mass_MnRE,5,000022_000010,True,SiPhy,24a4f8063b9c35ea6d286b203e03e1600c90fed124cfac0f91323b85aeaf390e,False,PARSED
ours_full,Mass_MnRE,5,000022_000010,True,SiPhy,24a4f8063b9c35ea6d286b203e03e1600c90fed124cfac0f91323b85aeaf390e,False,PARSED
geometric_grounding,Mass_MnRE,5,000022_000040,True,SiPhy,28ab04dd0285ee6e052aaac02adfd311002f02239a19abb39d1ddd96c3c13c4e,False,PARSED
ours_full,Mass_MnRE,5,000022_000040,True,SiPhy,28ab04dd0285ee6e052aaac02adfd311002f02239a19abb39d1ddd96c3c13c4e,False,PARSED
geometric_grounding,Mass_MnRE,5,000023_000010,True,SiPhy,de8ca1ec46c5c57d16f5f7e088d42a88c3ef0aefa36f57e8cc6799347ed96f99,False,PARSED
ours_full,Mass_MnRE,5,000023_000010,True,SiPhy,de8ca1ec46c5c57d16f5f7e088d42a88c3ef0aefa36f57e8cc6799347ed96f99,False,PARSED
geometric_grounding,Mass_MnRE,5,000023_000040,True,SiPhy,7a77eb8979702651ed3578d259314d7449bffaf3699792a2b71da7a16db3e3a7,False,PARSED
ours_full,Mass_MnRE,5,000023_000040,True,SiPhy,7a77eb8979702651ed3578d259314d7449bffaf3699792a2b71da7a16db3e3a7,False,PARSED
geometric_grounding,Mass_MnRE,5,000024_000010,True,SiPhy,33a37ead0a2f0dd9fd05a4a37c467ecc3f16c2805e4b9074ef401ec888b3db92,False,PARSED
ours_full,Mass_MnRE,5,000024_000010,True,SiPhy,33a37ead0a2f0dd9fd05a4a37c467ecc3f16c2805e4b9074ef401ec888b3db92,False,PARSED
geometric_grounding,Mass_MnRE,5,000024_000040,True,SiPhy,0e19c457c4f2bca587b548d9eae22f6b745e609eed61caf88ea222f2baa6e618,False,PARSED
ours_full,Mass_MnRE,5,000024_000040,True,SiPhy,0e19c457c4f2bca587b548d9eae22f6b745e609eed61caf88ea222f2baa6e618,False,PARSED
